TKA901,0:0:1(45) - KCL/K2SO4 (Durban) - 50 Kg,Trifert
XTV040,0:0:4(4) - K2SO4 (Kaapmuiden) - 1 Ton (POR),Trifert
XTK253,0:1:1(27) + 6.8% S - MAP/K2SO4 (Moos) - 500 Kg (POR),Trifert
XTK116,0:1:2(22) - MAP/KCL - 500 Kg (POR),Trifert
XTK217,0:1:2(25) - MAP/KCL (Moos) - 50 Kg (POR),Trifert
2223448,1:0:0(24) + 12% S - 500 KG,Constantia Kunsmis Wellington
2223453,1:0:0(26) + 6.8% S - 50 KG (Slegs Rawsonville & Grabouw),Wes Kaap Kunsmis (Pty) Ltd t/a Greenspan SA
1102191,1:0:0(27) + 3.5% S - AN - 500 Kg (POR),Kynoch Fertilizer
101933,1:0:0(33) + 12% S  - 500 Kg,Kynoch Fertilizer
1019280,1:0:0(33) + 12% S - Ureum - 500 Kg,Constantia Kunsmis Wellington
1019281,1:0:0(33) + S - Ureum - 500 Kg,Constantia Kunsmis Wellington
NP5008-3SW,1:0:0(33.5) + 12% S (Swellendam) - 500 Kg (POR),Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK222,1:0:0(34) + 12% S - Ureum/Ams (Moos) - 50 Kg (POR),Trifert
0109808,1:0:0(40) - 50 Kg,Constansia kunsmis Wellington (Sepsiale terme)
101897,1:0:0(40) (Slegs Montagu) - 50 Kg,Agrimark Operations Limited (Plantvoeding)
101916,1:0:0(40) + 6% S - 50 Kg,Kynoch Fertilizer
XTK114,1:0:0(40) + 6% S - 50 Kg (POR),Trifert
2223432,1:0:0(40) + 6% S - 50 KG (Slegs Rawsonville & Grabouw),Wes Kaap Kunsmis (Pty) Ltd t/a Greenspan SA
101911,1:0:0(40) + 6% S - 500 Kg (POR),Kynoch Fertilizer
XTK016,1:0:0(40) + 6% S - SGU -  1 Ton (POR),Trifert
XTK248,1:0:0(40) + 6% S - SGU (Moos) - 50Kg (POR),Trifert
101928,1:0:0(40) + 6% S - Ureum - 500 Kg,Constantia Kunsmis Wellington
0109803,1:0:0(40) + 6% S - Ureum (Slegs Kanoneiland) - 50 Kg,Constansia kunsmis Wellington (Sepsiale terme)
XTK234,1:0:0(40) + 6% S (Moos) - 500 Kg (POR),Trifert
S5007-U001,1:0:0(40) + 6% S (Upington) - 50 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-2MA,1:0:0(40) + S  (Malmesbury) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-3MA,1:0:0(40) + S  (Malmesbury) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-2MO,1:0:0(40) + S  (Moorreesburg) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-1MO,1:0:0(40) + S  (Moorreesburg) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-3MO,1:0:0(40) + S  (Moorreesburg) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-2RI,1:0:0(40) + S  (Rietpoel) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-1RI,1:0:0(40) + S  (Rietpoel) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-3RI,1:0:0(40) + S  (Rietpoel) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-1SW,1:0:0(40) + S  (Swellendam) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-3SW,1:0:0(40) + S  (Swellendam) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
0107640,1:0:0(40) + S - Ureum - 500 Kg,Constantia Kunsmis Wellington
NP5007-1MA,1:0:0(40) + S (Malmesbury) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5007-2SW,1:0:0(40) + S (Swellendam) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
010754,1:0:0(42) + 4% S (Slegs Swellendam) - 500 Kg,Kynoch Fertilizer
XTK148,1:0:1(28) + 2.7% S + 4.4% Mg - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK122,1:0:1(30) - AMS/KCL - 50 Kg (POR),Trifert
102027,1:0:1(32) - AN - 50 Kg,Kynoch Fertilizer
102025,1:0:1(32) + 6% S - 50 Kg (POR),Kynoch Fertilizer
102026,1:0:1(32) + 6% S - 500 Kg (POR),Kynoch Fertilizer
223382,1:0:1(32) + 7.4% S + % EC5 Lc (An) - 50Kg,Kynoch Fertilizer
XTK081,1:0:1(33) - KAN/AMS/K2SO4 - 50 Kg (POR),Trifert
XTK280,1:0:1(33) - KAN/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK129,1:0:1(33) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
144072,1:0:1(33)-  Korrel Kusmis Mengsel - 50 Kg,Growcorp (Pty) Ltd
XTK150,1:0:1(33) - Ureum/K2SO4 - 50 Kg (POR),Trifert
XTK008,1:0:1(33) - Ureum/KCL - 50 Kg (POR),Trifert
010509,1:0:1(33) + 12% S - 50 Kg,Kynoch Fertilizer
093509,1:0:1(34) - AN (Slegs Kaap) - 50 Kg,Kynoch Fertilizer
XTK080,1:0:1(34) - KAN/K2SO4 - 50 Kg (POR),Trifert
XTK102,1:0:1(35) - CAN/KCL - 50 Kg (POR),Trifert
2223450,1:0:1(36) - 50 KG (Slegs Rawsonville & Grabouw),Wes Kaap Kunsmis (Pty) Ltd t/a Greenspan SA
102028,1:0:1(36) - Gran - 50 Kg,Growcorp (Pty) Ltd
XTK047,1:0:1(36) - KAN/KCL - 50 Kg (POR),Trifert
XTK047KWB,1:0:1(36) - KAN/KCL (Kwb) - 50 Kg (POR),Trifert (Spesiale Betaalterme)
XTK124,1:0:1(36) - KAN/KCL (Moos) - 500 Kg (POR),Trifert
XTK002,1:0:1(36) - Urea/KCL - 50 Kg (POR),Trifert
XTK245,1:0:1(36) - Ureum/K2SO4 (Moos) - 50 Kg (POR),Trifert
NP6015-2WO,1:0:1(36) (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6015-1WO,1:0:1(36) (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6015-3WO,1:0:1(36) (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6012-2WO,1:0:1(40) - Cl Vry (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6012-1WO,1:0:1(40) - Cl Vry (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6012-3WO,1:0:1(40) - Cl Vry (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
2223400,1:0:1(40) Low CL - KNO3 - 50 Kg (POR),Constantia Kunsmis Wellington
093508,1:0:1(43) - WS - 25 Kg,Agri Technovation
0109809,1:0:1(44) - 50 Kg,Constansia kunsmis Wellington (Sepsiale terme)
NP5000-2MA,1:0:1(44) (Malmesbury) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-1MA,1:0:1(44) (Malmesbury) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-3MA,1:0:1(44) (Malmesbury) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-2MO,1:0:1(44) (Moorreesburg) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-1MO,1:0:1(44) (Moorreesburg) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-3MO,1:0:1(44) (Moorreesburg) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-2RI,1:0:1(44) (Rietpoel) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-1RI,1:0:1(44) (Rietpoel) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-3RI,1:0:1(44) (Rietpoel) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-2SW,1:0:1(44) (Swellendam) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-1SW,1:0:1(44) (Swellendam) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5000-3SW,1:0:1(44) (Swellendam) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK086,1:0:1(44) + 0.5% Zn + 3% S - Ureum/KCL - 50 Kg (POR),Trifert
NP5001-2MA,1:0:1(47) - Cl Vry  (Malmesbury) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-1MA,1:0:1(47) - Cl Vry  (Malmesbury) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-3MA,1:0:1(47) - Cl Vry  (Malmesbury) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-2MO,1:0:1(47) - Cl Vry  (Moorreesburg) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-3MO,1:0:1(47) - Cl Vry  (Moorreesburg) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-2SW,1:0:1(47) - Cl Vry  (Swellendam) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-1MO,1:0:1(47) - Cl Vry (Moorreesburg) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-2RI,1:0:1(47) - Cl Vry (Rietpoel) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-1RI,1:0:1(47) - Cl Vry (Rietpoel) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-3RI,1:0:1(47) - Cl Vry (Rietpoel) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-1SW,1:0:1(47) - Cl Vry (Swellendam) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5001-3SW,1:0:1(47) - Cl Vry (Swellendam) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
093504,1:0:1(48) - 50 Kg (POR),Kynoch Fertilizer
XTK077,1:0:1(48) - Ureum/KCL - 50 Kg (POR),Trifert
XTK215,1:0:2(32) - AMS/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK191,1:0:2(33) - Ureum/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK319,1:0:2(38) - Ureum/KCL (Moos)  – 50 Kg (POR),Trifert
2223399,1:0:2(43) + 6% S - Ureum/CL Vry - 50 Kg,Constantia Kunsmis Wellington
1018960,1:0:3(35) - KAN + KCL - 50 Kg,Agrimark Operations Limited (Plantvoeding)
1018961,1:0:3(35) - N + 2.9% S + 5% Ca - 50 Kg,Constantia Kunsmis Wellington
XTK033,1:0:3(36) + 10.9% S - KAN/K2SO4 - 500 Kg (POR),Trifert
XTK285,1:0:3(37) - AMS/KCL (Moos) - 50 Kg (POR),Trifert
VS110-1MO,1:1:0(36) (Moorreesburg) - 50 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6010-2WO,1:1:1(22) + Zn  (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6010-1WO,1:1:1(22) + Zn (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6010-3WO,1:1:1(22) + Zn (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK229,1:1:1(29) - AMS/KCL (Moos) - 50 Kg (POR),Trifert
010746,1:1:1(29) - N - 50 Kg,Constantia Kunsmis Wellington
2223402,1:1:1(29) + 0.5 % Zn (S-Ca-Mg) - 50 Kg (POR),Agrimark Operations Limited (Plantvoeding)
XTK270,1:1:1(29) + 0.5% Zn + 5% S - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
096996,1:1:1(29) + 10.7% Bio + 4.2% Gips + 6.4% Kalsiet - 50 Kg,Elim Kunsmis (30dae)
XTK312,1:1:1(30) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
XTK141,1:1:1(33) - Ureum/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK197,1:1:1(33) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
TKD002,1:1:1(34) - KAN/K2SO4 (Moos) - 50 Kg,Trifert
XTK147,1:1:1(34) - KAN/K2SO4 (Moos) - 500 Kg (POR),Trifert
XTK293,1:1:1(34) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK247,1:1:1(34) + 0.5% Zn + 5% S- KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK106,1:1:1(36) - CAN/KCL - 500 Kg (POR),Trifert
XTK092,1:1:1(36) - KAN/KCL - 1000 Kg (POR),Trifert
XTK089,1:1:1(36) - KAN/KCL - 50 Kg (POR),Trifert
XTK091,1:1:1(36) - KAN/KCL - 500 Kg (POR),Trifert
XTK134,1:1:1(37) - Ureum/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK055,1:1:1(39) - Ureum/KCL - 50 Kg (POR),Trifert
XTK046,1:1:2(36) - KAN/KCL - 500 Kg (POR),Trifert
101934,1:2:0(30) + 12% ZCMS - 500 Kg (POR),Kynoch Fertilizer
XTK232,1:2:0(32) + 0.75% Zn - MAP (Moos) - 50 Kg (POR),Trifert
XTK233,1:2:0(32) + 0.75% Zn - MAP (Moos) - 500 Kg (POR),Trifert
XTK318,1:2:0(32.5) + 0.5% Zn (MAP) - 50 Kg,Trifert
XTK266,1:2:1(36) - MAP/KCL (Moos) - 50 Kg (POR),Trifert
XTK170,1:2:2(38) - MAP/KCL (Moos) - 50Kg (POR),Trifert
TKA907,1:2:3(39) - Ureum/KCL (Durban) - 50 Kg,Trifert
TKA007,1:2:3(39) - Ureum/KCL (Moos) - 50 Kg,Trifert
XTK313,1:2:4(40) + 0.3% Zn - MAP/KCL (Moos) - 50 Kg (POR),Trifert
XTK136,1:2:4(40) + 0.5% Zn - MAP/KCL (Moos) - 50 Kg (POR),Trifert
XTK110,1:2:4(41) - MAP/KCL - 500 Kg (POR),Trifert
XTK321,1:2:4(41) - MAP/KCL (Moos) - 50 Kg (POR),Trifert
TKB901,1:2:6(38) - Ureum/K2SO4 (Durban) - 50 Kg,Trifert
TKB001,1:2:6(38) - Ureum/K2SO4 (Moos) - 50 Kg,Trifert
XTK184,1:2:6(40) + 2% Zn + 1% S + 0.1% B - MAP/KCL (Moos) - 500 Kg,Trifert
010755,1:2:6(42) + Zn - 50 Kg (POR),Kynoch Fertilizer
NP5010-1AU,1:2:7(39) + Zn + S - Cl Vry (Upington) - 50 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-2MA,1:2:7(42) + S (Malmesbury) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-1MA,1:2:7(42) + S (Malmesbury) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-3MA,1:2:7(42) + S (Malmesury) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-2MO,1:2:7(42) + S (Moorreesburg) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-1MO,1:2:7(42) + S (Moorreesburg) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-3MO,1:2:7(42) + S (Moorreesburg) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-2RI,1:2:7(42) + S (Rietpoel) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-1RI,1:2:7(42) + S (Rietpoel) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-3RI,1:2:7(42) + S (Rietpoel) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-2SW,1:2:7(42) + S (Swellendam) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-1SW,1:2:7(42) + S (Swellendam) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP5010-3SW,1:2:7(42) + S (Swellendam) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
S3423-U001,1:2:7(44) (Upington) - 50 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTV015,10:0:4(14) + S + Mg - 1 Ton (POR),Trifert
2223436,10:1:2(31) - 50 KG,Constantia Kunsmis Wellington
NP6385-2WO,10:1:5(31) (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6385-1WO,10:1:5(31) (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6385-3WO,10:1:5(31) (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
223391,10:1:5(32) - 50 Kg,Petrow Agri Wc (Edms) Bpk
223390,10:1:5(32) - 50 Kg,Constantia Kunsmis Wellington
XTK036,10:10:10(32) + 0.5% Zn + 10.5% S - AMS/K2SO4 - 500 Kg (POR),Trifert
XTK113,10:2:3(40) - Ureum/KCL - 50 Kg (POR),Trifert
U001010,10:2:6(18) - K2SO4 - 40 Kg,Atlantic Fertiliser
C001006,10:2:6(18) - K2SO4 - 40 Kg,Atlantic Fertiliser
XTK112,10:2:6(38) - Ureum/KCL - 50 Kg (POR),Trifert
XTK108,11:0:24(35.7) - CAN/K2SO4 - 50 Kg (POR),Trifert
910329,11Mm Nozzel For Fogger,Coopers Environmental Science (Pty) Ltd
U001009,12:1:0(38) - 25 Kg,Atlantic Fertiliser
VHA008,12:1:1(14) - 50 Kg,Nutribio (Pty) Ltd
XTK139,12:1:4(42) + 0.5% Zn + 3% S - Ureum/KCL (Moosrivier) - 50 Kg (POR),Trifert
XTK069,12:10:14(36) - KAN/KCL - 500 Kg (POR),Trifert
XTV016,12:3:5(18) + 0.5% Zn + 0.17% S - 1 Ton (POR),Trifert
XTK013,13.47:11.25:15.9(40.62) - Ureum/KCL - 50 Kg (POR),Trifert
XTK021,13.47:11.25:15.9(40.62) - Ureum/KCL - 500 Kg (POR),Trifert
XTV032,13:0:0(13.39) + 4% Zn + 1.4% S - 1 Ton (POR),Trifert
XTK071,13:11:13(35) + 1% Zn - KAN/KCL  - 1 Ton (POR),Trifert
XTK205,13:2:26(41) + 0.5% Z n + 0.1% B - Ureum/KCL - 50Kg,Trifert
XTK272,13:7:10(30) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK169,13:7:10(30) - Ureum/K2SO4 - 50Kg,Trifert
XTK166,13:7:10(30) - Ureum/KCL (Moos) - 50 Kg (P O R),Trifert
XTK076,13:7:10(30) + 0.5% Zn + 11.2% S + 0.1% B - AMS/KCL - 500 Kg (POR),Trifert
XTK309,13:7:10(33) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
XTK257,13:7:10(34) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
XTK103,14:14:9(37.41) + 0.4% S + 0.2% Mg- Ureum/KCL - 50 Kg (POR),Trifert
XTK206,14:2:25(41) + 0.5% Zn + 0.1% B - Ureum/KCL - 50 Kg,Trifert
XTK010,15.54:10.34:6.5(32.38) + 1% Zn + 0.5% S - KAN/KCL- 50 Kg (POR),Trifert
XTK011,15.69:11.28:4.95(31.92) + 1% Zn + 0.5% S - KAN/KCL - 50 Kg (POR),Trifert
XTV035,15:0:0(15.18) - 1 Ton (POR),Trifert
XTK020,15:10:6(31) + 0.5% Zn + 4% S + 0.15% B - KAN/KCL - 50kg,Trifert
XTK274,16:1:10(34) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK173,16:10:7(32) + 1% Zn - KAN/KCL (Moos) - 1 Ton (POR),Trifert
XTK154,16:10:7(32) + 1% Zn - KAN/KCL (Moos) - 50Kg (POR),Trifert
XTV017,18:0:0(18) + 4.2% Zn + 1.4% S - Liquid - 1 Ton (POR),Trifert
XTK290,19.7: 6.5: 5.9(32) - KAN/KCL - 50 Kg,Trifert
183300,2 Holes Nozzle (F Model) (Ez018) - Each,Ez Spray
183301,2 Holes Nozzle (Y Model) (Ez019) - Each,Ez Spray
004491,2.4 D Amine 480 SL - Adama - 20 L,Adama (Makhteshim-Agan)
004475,2.4 D Amine 480 SL (Sout 580) - 20 L,Villa Crop Protection
004483,2.4 D Amine Soluble 800 SG - 1.5 Kg,Villa Crop Protection
004484,2.4 D Amino 480 - 2.5 L,Villa Crop Protection
004473,2.4 D Fix - 20 L,Villa Crop Protection
010053,2.4 D Iso Octyl Ester (Villa) - 20 L,Villa Crop Protection
010052,2.4 D Iso Octyl Ester 500 (Dow)  - 20 L,Corteva Crop Solutions SA (Pty)Ltd
910996,2.4 D Max HL - 20 L,Villa Crop Protection
004474,2.4 DB 400 SL (Villa) - 5 L,Villa Crop Protection
XTK251,2:0:1(41) + 6% S - SGU- Ureum/KCL (Moos) - 1000 Kg (POR),Trifert
XTK146,2:0:3(34) - CAN/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK223,2:0:3(46) + 0.5% Zn + 0.1% B - Ureum/KCL - 50 Kg,Trifert
XTL094,2:0:3(47) - Ureum/KCL - 50 Kg,Trifert
XTK094,2:0:3(47) - Ureum/KCL - 50 Kg (POR),Trifert
XTK294,2:0:5(49) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
NP6060-2WO,2:1:0(30) (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6060-1WO,2:1:0(30) (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6060-3WO,2:1:0(30) (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
101926,2:1:0(33) + 6% S - 500 Kg,Kynoch Fertilizer
101917,2:1:0(36) + 3% S - 500 Kg (POR),Kynoch Fertilizer
TVKM17,2:1:1(19) - Sitrus Start Start  - 1 Ton,Trifert
XTK031,2:1:1(28) + 0.5% Zn + 12.3% S + 0.1% B - AMS/KCL - 500 Kg (POR),Trifert
XTK189,2:1:1(28) + 0.5% Zn + 12.3% S + 0.1% B- AMS/KCL (Moos) - 1000 Kg (POR),Trifert
XTK074,2:1:1(32) + 1% Zn- KAN/K2SO4  - 1 Ton (POR),Trifert
XTK227,2:1:1(34) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK179,2:1:1(41) - Ureum/KCL (Moos) - 500 Kg (POR),Trifert
XTK045,2:1:2(34) + 1% Zn + 3.4% S - KAN/KCL - 500 Kg (POR),Trifert
2223421,2:1:2(34) N + 6% S (K2SO4) - 50 KG,Constantia Kunsmis Wellington
118217,2:1:2(44) - Shiman Multi- P - 25 Kg,Shiman (Pty) Ltd
010821,2:3:2(22) + 0.5% Zn - 50 Kg,Shiman (Pty) Ltd
0108211,2:3:2(22) + 0.5% Zn - 50 Kg,Kynoch Fertilizer
XTK073,2:3:2(22) + 0.5% Zn - UREUM/KCL - 50kg,Trifert
NP6130-2WO,2:3:2(22) + Zn (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6130-1WO,2:3:2(22) + Zn (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6130-3WO,2:3:2(22) + Zn (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK172,2:3:2(30) - Ureum/KCL (Moos) - 50Kg  (POR),Trifert
NP6160-2WO,2:3:2(30) + 0.5% Zn  (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK156,2:3:2(30) + 0.5% Zn - Ureum/K2SO4 (Moos) - 50 Kg,Trifert
NP6160-1WO,2:3:2(30) + 0.5% Zn (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6160-3WO,2:3:2(30) + 0.5% Zn (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK289,2:3:2(30) + 0.5% Zn- CAN/KCL (Moos) - 500 kg (POR),Trifert
TKD003,2:3:2(34) - KAN/K2SO4 (Moos) - 50 Kg,Trifert
TKE901,2:3:2(36) - CAN/KCL (Durban) - 50 Kg,Trifert
TKC001,2:3:2(36) - KAN/KCL (Moos) - 50 Kg,Trifert
TKB903,2:3:2(36) - Ureum/K2SO4 (Durban) - 50 Kg,Trifert
TKB003,2:3:2(36) - Ureum/K2SO4 (Moos) - 50 Kg,Trifert
010897,2:3:2(37) - Sonder Zn - 500 Kg (POR),Kynoch Fertilizer
TKA902,2:3:2(37) - Ureum/KCL (Durban) - 50 Kg,Trifert
TKA002,2:3:2(37) - Ureum/KCL (Moos) - 50 Kg,Trifert
010886,2:3:2(37) (Kaap) - 50 Kg (POR),Kynoch Fertilizer
093510,2:3:2(37) + 0.5% Zn (Slegs Kaap) - 50 Kg,Kynoch Fertilizer
XTK140,2:3:4(27) - KAN/KCL (Moos) - 50 Kg (POR),Trifert
00162,2:3:4(30) - 50 Kg,Growcorp (Pty) Ltd
XTK275,2:3:4(30) - AMS/K2SO4 - 50 Kg (POR),Trifert
XTK128,2:3:4(30) - AMS/KCL (Moos) - 50 Kg (POR),Trifert
XTK259,2:3:4(30) - KAN/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK058,2:3:4(30) - KAN/KCL - 50 Kg (POR),Trifert
XTK054,2:3:4(30) - Ureum/KCL (Moos) - 50 Kg (POR),Trifert
NP6230-2WO,2:3:4(30) (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6230-1WO,2:3:4(30) (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6230-3WO,2:3:4(30) (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6223-3WO,2:3:4(30) + 0.5% Zn  (Wolseley) - 500 Kg,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
010804,2:3:4(30) + 0.5% Zn - 50 Kg,Shiman (Pty) Ltd
101814,2:3:4(30) + 0.5% Zn - 50 Kg (POR),Kynoch Fertilizer
XTK213,2:3:4(30) + 0.5% Zn - KAN/K2SO4 (Moos) - 50 Kg (POR),Trifert
XTK242,2:3:4(30) + 0.5% Zn - KAN/KCL (Moos) - 50 Kg (POR),Trifert
XTK072,2:3:4(30) + 0.5% Zn - UREUM/KCL (MOOS)  - 50Kg (POR),Trifert
NP6223-2WO,2:3:4(30) + 0.5% Zn (Wolseley) - 50 Kg In Slings,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
NP6223-1WO,2:3:4(30) + 0.5% Zn (Wolseley) - 50 Kg Loose,Consolidated Limteworks (Pty) Ltd t/a Nitrophoska
XTK100,2:3:4(30) + 0.5% Zn + 7.5% S - AMS/K2SO4 - 1 Ton (POR),Trifert
XTK035,2:3:4(30) + 0.5% Zn + 7.5% S - AMS/K2SO4 - 500 Kg (POR),Trifert
